date,gender,height,weight,rating,review_text
25.07.11.,남성,160cm,62kg,5,"와이프랑 함께 라이딩 하려고 기추했습니다.
티티카카는 항상 여기서만 구매하는데 아주 만족스러워요!"
25.07.10.,,,,5,"배송빨라서 좋았구요
바로 야간 라이딩해봤습니다.
디자인도 이쁘고 승차감도 쏘쏘합니다"
25.07.09.,여성,130cm,33kg,5,"애가커서 자전거 바꿔줬어요
미니벨로 처음 샀는데 만족합니다"
25.07.09.,,,,5,빠른 배송 든든한 포장!
25.07.09.,,,,5,"좋아요
아주 만족합니다
이뻐요
굿"
25.07.09.,남성,,,5,잘 타고 다녀요:)
25.07.08.,남성,172cm,67kg,5,"가격대비 매우 훌륭합니다.
입문용으로 너무 좋은 선택인것 같습니다."
25.07.08.,남성,173cm,77kg,5,생각보다 퀼리티 좋아요. 많이 파세요
25.07.08.,,,,5,신랑이 잘 타고다니며 만족해합니다
25.07.08.,,,,5,이쁘고 좋아요. 배송도 굳
25.07.08.,,,,5,아주 좋습니다 잘탈게요
25.07.07.,,,,5,프레임색이 너무 밝지도 너무 어둡지도 않아서 질리지 않고 사용 할 수 있을 것 같아요. 원터치로 변속 하는 것도 편하고 좋아요!
25.07.07.,,,,5,생각보다 바퀴가 작긴한데 디자인 이쁘고 짧은 거리 타기엔 너무 좋아요!
25.07.07.,,,,5,좋아요좋아요좋아요좋아
25.07.06.,여성,161cm,51kg,4,"성인이 타기에는 크기는 적당하고 타고다니기 너무 좋습니다.
그런데 승차감이 좀 아쉽긴해요. 
엉덩이가 좀 아픈 상황이랄까?
구매후 의자 교체나 패드를 이용하셔서 타시면 좋을갓 같습니다."
25.07.06.,,,,5,"가격대비 매우 뛰어난 품질 빠른배송
두대째인데 너무 만족합니다."
25.07.06.,,,,5,배송빠르고좋습니다.
25.07.05.,,,,5,비조립으로왔는데 그다지조립할게없어서괜찮아보여요 출퇴근용인데 아주 적당한것같습니다
25.07.05.,,,,5,가볍게 타고 다니기 좋아요. 스피드용은 아니에요.
25.07.05.,여성,,,4,빠른 배송 감사합니다!!
25.07.05.,남성,168cm,72kg,5,배송도빠르고 핸들쪽만 조금조정하면 크게 손볼거도없어요
25.07.05.,남성,169cm,79kg,5,빠른 배송 감사합니다.
25.07.04.,,,,4,생각보다 묵직해요. 다음에서 좀더 윗 버전 구매해보고 싶어요.
25.07.04.,,,,5,정말 좋습니다! 강추 합니다!!
25.07.04.,,,,5,배송이빠르고 사진과 색상똑같아요
25.07.03.,여성,163cm,41kg,5,"처음 접는 자전거를 구매했는데, 생각보다 조립도 간단하고 디자인도 예뻐서 만족스럽습니다. 공간 차지도 적고, 외출할 때 너무 편하네요!"
25.07.03.,남성,180cm,83kg,5,"생각보다 튼튼하고 무엇보다 이뻐요
가성비 미니벨로는 이만한게 없네요"
25.07.03.,남성,138cm,38kg,5,"부담없는가격 좋습니다,,,,,,,"
25.07.02.,여성,166cm,62kg,5,"평소 자차 5분거리 출퇴근하고 있는 직장인입니다. 주변 동네 인프라도 걸어다니긴 애매하고 차 타기도 애매한 위치라 매번 걸어가면 힘들어 죽고 차타고 가면 돌아와서 주차할데가 없고 애매해서 고민하다가 자전거를 샀습니다!
처음에는 다크그린색을 사고 싶었는데 다크그린 품절되었다고 하여서 레이싱그린 샀는데 실제색은 파스텔톤보다 진한 그린색이라 더 맘에 들었어요
반조립 완조립차이가 2만원이나 나지만 브레이크 같은건 자전거방에서 한번 봐야한다고해서 반조립으로 받았는데 거의 완조립과 차이가 없네요 만약 자전거 좀 만지실수 있는 분이라면 브레이크 같은거 한번 확인해보시면서 반조립으로 받아도 될거 같아요.  색깔은 진짜 고민많이 했는데 야외라이딩할때 그린이 이쁠거 같아서 생각했더니 너무 만족합니다
안장은 조금 불편하긴 하더라구요 그래도 뭐 공유자전거 보다는 나으니까 타다가 장거리라이딩할때 불편함느끼면 안장만 교환해봐야 할거같아요
아 그리고 사은품으로 주신 전조등은 크기가 거의 뭐 기차에 달아도 될만큼 커서 걍 알리에서 주문했습니당.
예쁘게 잘타고 다녀볼께요 ㅎㅎㅎ 제 첫 미니벨로 ^___^"
25.07.02.,남성,186cm,90kg,5,"만듬새가 좋네요
추천합니다"
25.07.02.,,,,5,가격은 저렴하지만 외형에서 저렴한 티가 안나네요. 접히는 것도 잘되고 덜렁 거리는 부분 없어서 만족합니다.
25.07.02.,,,,5,잘타고 있어요~~~
25.07.01.,남성,175cm,55kg,4,걸어서 출퇴근할때보다 시간단축이 많이 됩니다 굿굿
25.07.01.,,,,5,"만족합니다
만족합니다"
25.06.28.,,165cm,70kg,5,접이식 처음인데 확실히 이동편하고 가벼워요. 반조립 배송인데 조립도 쉽고. 안전하게 탈께요.
25.06.27.,,,,5,"아주 잘 쓰고 있습니다!
견고하고 접었을때도 컴팩트해져서 좋아요!

무엇보다 디자인이 정말 예쁩니다💜💜"
25.06.27.,여성,,,5,두대째에요 튼튼하고 가성비좋아요
25.06.27.,,,,5,선물용으로 삿어요 좋아요
25.06.26.,여성,153cm,38kg,5,빠른배성 너무 좋아요
25.06.25.,,,,4,"색상도 예쁘고, 레버가 부드러워서 좋습니다. 어머니 타실 건데, 제가 조립 후 가져다 드리면서 타보니 안정감 있고 마실용으로도 좋겠더라고요. 다만, 자전거에 기타 용품 다 합배송으로 보냈던데 기타용품 배송비를 5000원 따로 받는 건 장난질이라고 느꼈습니다. 저는 흙받이랑 앞받이+바구니세트 사서 달았는데, 잘 모르는 분들은 근처 가게가서 돈주고 조립 맡기는게 편해보입니다. 추가 용품 없이 자전거만 사시는 분들은 반조립 추천합니다. 완조립은 뭘 더 해줄까 싶게 조립되어 오네요."
25.06.25.,여성,143cm,30kg,5,"아이가 부쩍 커서 자전거 바꿔줘야 겠다는 생각을 이전부터 하고 있었는데 생일에 맞춰서 이제서야 바꿔 줍니다. 주말에 비만 안오기를 고대하고 있네요.ㅎ 디자인, 색상 모두 생각보다 괜찮습니다.
무엇보다 아이가 기분 좋아해서 정말 만족 합니다."
25.06.25.,,,,5,아이 선믈 사줬는데 너무 좋아해요~
25.06.25.,여성,,,5,살빼려구삿어용 한번잘타보겟습니당😍😍😍😍😍
25.06.24.,,,,5,"고민많이하다가 주문했어요
디자인도 예쁘고 오래 잘 탈수 있을거 같아요
생각보다 받아보니 크지만 초3아이 140정도 되는데 잘 타네요 엄청 좋아해요^^ 진작 사줄걸!"
25.06.24.,,,,5,"발구름옆플라스틱에 약간의 스크래치는 있으나, 포장이 잘되어 있고, 다행히 크게 하자는 없었습니다.  반조립이라 브레이크 유격은 따로 인터넷 보고 맞췄습니다. 바구니는 아래쪽은 잘 맞으나, 뒤쪽이 들뜨네요. 기다른 나사가 필요할것 같은데, 없어서 그냥 스트랩으로 고정했네요."
25.06.24.,남성,173cm,78kg,5,"40대에 접어들고 건강관리가 필요한 것 같아 퇴근후에 진해 앞바다로 15km씩 타고 있어요
상쾌하게 건강도 챙기고 있습니다
가볍고 집안에 둘수 있게 접어져서 너무 편합니다"
25.06.23.,여성,,,4,"미니벨로 중에 유명한 제품이라 구매했는데 전반적으로 무난합니다. 솔직하게 작성하자면 생각보다 승차감은 아쉬운 편이고, 제가 키가 작은 편인데도 사이즈가 저에게 적당하다고 느껴져서 키가 크신 분들은 자전거 크기가 비교적 더 작게 느껴질 것 같아요! 개인적으로는 예쁜 자전거를 사고 싶어해서 그런지 모양은 예뻐서 그 부분은 마음에 듭니다. 며칠 동안 고민하고 후기를 꼼꼼하게 보고 구매해서 어느 정도 기스가 있을 거라고 예상했는데 걱정한 것보다 기스가 적지만 그래도 새 제품이라 아쉽긴 하네요.ㅠ_ㅠ 아쉬운 부분은 많지만 날 시원해지면 잘 타볼게요! 아 그리고 처음 타자마자 자전거에 소리가 나서 문의 남겼더니 전화로 친절하게 설명 주셨어요. 감사합니다."
25.06.23.,,,,4,아무래도 폴딩자전거이다 보니 기본 자전거에 비해 아쉬운점은 있어도 잘굴러가고 예쁩니다 :)
25.06.23.,여성,164cm,60kg,5,자전거 편하고 잘 접어지고 좋아요
25.06.22.,,,,5,어머니 사드렸는데 적당하고 좋네요. 완조립 주문해쎈요
25.06.22.,남성,142cm,33kg,5,자전거 품질도 좋고 멋지네요^^
25.06.21.,,,,5,"아이선물로 사줬는데 아이가 정말 좋아해요
135cm라 약간 큰편이긴한데 이제 클일만 남았으니 편하게 잘탈거같아요"
25.06.21.,남성,173cm,72kg,5,가성비좋고 덕분에 정신건강에도 좋네요^^
25.06.21.,,,,5,가볍게 타기 딱 좋고 차량에 접혀서 잘 들어가는 게 아주 이동성에 최고로 탁월한 제품이네요.
25.06.21.,,,,5,사길 잘했어요 ~^^최고!!♡
25.06.20.,,,,5,"디자인이 이쁘고, 색상도 유니크해서 좋습니다.
브라운색상 클래식한 느낌도 좋네요. 가볍고 주행감도 괜찮습니다."
25.06.20.,남성,179cm,81kg,5,자녀 생일선물로 사줬는데 아이가 엄청 좋아하네요 배송 포장 문제 없고 조립도 쉬워요
25.06.20.,,,,5,잘받았습니다. 잘 타고 있습니다.
25.06.20.,,,,4,완전 조립으로 주문해서 편리하게 탈수 있었요아이가 너무 좋아하네요
25.06.20.,남성,170cm,68kg,5,생각보다 승차감도 좋고 잘나가네요~
25.06.20.,,,,5,초등학생 아들 자전거 배울려고 구입했는데 적당합니다 안정적이고 접어서 차량이동도 편하고 한적한 공원에서 타는데 어린이 자전거처럼 생각했는데 성인이 타도 좋을 만큼 가성비 좋습니다
25.06.20.,,,,4,가성비 좋은 제품입니다.  나중에 구동계 교체만 하면 문제없이 오래 탈 것 같습니다.
25.06.19.,여성,167cm,58kg,5,승차감도좋고 매우만족합니다
25.06.18.,여성,160cm,62kg,4,여자가 타기 좋아요..아직 많이 타지 못했어요..ㅜ 운동 능력치가 좀 낮아서..ㅜ
25.06.18.,,,,5,"예쁘고 좋아요ㅎㅎ
동네에서 타고다니기
좋아요"
25.06.18.,,,,4,다른 미니벨로에 비해 가성비 좋습니다.
25.06.17.,남성,174cm,68kg,5,"가성비 최고 미니벨로, 다만 반조립 주문 시 조립 설명서가 있으면 정말 좋을 것 같습니다.. 처음 자전거 접하시는 분은 무조건 완전 조립으로 구매하실 추천드립니다."
25.06.17.,남성,179cm,81kg,5,초등학교 4학년 자녀 선물로 아주 좋아합니다~배송 포장 이상없이 왔고 만족합니다
25.06.17.,,,,5,좋습니다 만족해요 !! 아기랑 잘타요
25.06.17.,여성,140cm,45kg,5,"초등 4년 여자아이 처음 보조바퀴 달고 타는데 
아이한테 딱 이네요"
25.06.17.,,,,5,작은 어린이 자전거 타다가 바꿔주니 날라다니네요 ㅎ
25.06.17.,,,,1,초등생 평지만 주행했는데 한달 타고 펑크
25.06.17.,,,,5,집앞에서 타기 좋고 편하네요
25.06.17.,남성,174cm,73kg,5,"조립으로 구매하였눈데 박스에서 빼서 접이만 풀면바로 탈수 있어서 좋았습니다
디자인 이쁘고 사이즈도 좋아오"
25.06.16.,,,,5,타기 편하고 차에 싣고 다니기도좋아요
25.06.16.,,,,4,가성비 아주 괜찮아요
25.06.15.,,,,5,"부드럽고 잘나갑니다 
브레이크 소리는 겁나 거슬립니다"
25.06.14.,,,,5,"배송 너무 빠르고 편리하네요
한대 더 구매하고싶네요"
25.06.14.,,,,5,진짜 너무 예뻐요 예쁘니깐 뭐든 다 좋아요
25.06.14.,여성,145cm,37kg,5,초등학생 딸 생일 선물로 좋아요
25.06.14.,,,,5,디자인 무게 성능 가격 만족합니다.
25.06.14.,남성,146cm,36kg,5,초등학생 4학년이 타기에 적당합니다.
25.06.13.,,,,5,튼튼하고 좋아요 미니벨로 입문입니다
25.06.12.,남성,183cm,72kg,4,반조립이라 직접 마무리해서 잘 타고있어요
25.06.12.,남성,,,5,어이 어른 조정해가면서 타니까 범용성이 좋아요 맘에 들어요 ^^
25.06.11.,,,,5,미니벨로는처음타봐서작은감이있지만적응되겠지요 이쁩니다 잘타겠습니다
25.06.11.,,,,5,애들 첫자전거로 구매했습니다.
25.06.11.,남성,167cm,62kg,4,"주5회 10km 주행 했음
스탠드 다리 덜렁거림 
타이어 튜브 마감 부분 찢어져서 바람 다 빠짐
접을때 핸들부분 간섭 심함
복불복이 심한듯"
25.06.10.,,,,5,장거리도 문제 없이 잘다녀왔네요 다음엔 국토종주갑니다
25.06.10.,,,,5,접이식이라 여행지에 가지고 다니면서 타기도 좋고 디자인도 예뻐요^^
25.06.10.,,,,5,키작은 여자가 타기에  가볍고 승차감도 좋아요
25.06.09.,여성,146cm,32kg,5,"우선 배송이 빨랐고,(충북이라서 늦을 거라 생가했는데, 이틀만에 왔어요)  디자인도 훌륭했어요 아이가 좋아하니 두말할 나이가 없지요 그런데 평지에서 탔는데도 부품 하나가 떨어지더라고요. 그래서 보니까 나사가 잘 조여지지 않은 것이 몇 개 있었어요. 완제품을 신청했는데. 검수를 좀 더 꼼꼼히 해 주셨으면 좋았겠다는 생각이 들었습니다. 그렇지만 접는 과정도 쉽고 작게 접혀서 QM3 트렁크에도 들어갔고,  5학년 아이 혼자서도 접을 수 있으며. 튼튼하고 가벼워서 다시 구매하라고 해도 하고 싶습니다. 구매자님의 자세한 설명이 있었기에 구매하는데 큰 도움이 되었습니다. 번창 하세요 감사합니다. 티티카카몰에 가서 헬맷과 장바구니를 구입하려고 합니다."
25.06.09.,,,,5,"대학생 아들 사줬는데 학교에서 잘타고 다닌대요~ 
접이식이라 안정성이 떨어질까봐 걱정했는데 좋다고 하네요~^^ 디자인도 예쁘고 잘산것같아요~"
25.06.09.,,,,3,"이쁨, 입문자용, 오르막길 힘듬, 
입문자들이 사겠지만 돈 더 주고 좋은거 사는걸 추천,,
타이어펑크가 두번 연속 나서 원인을 알아보니, 타이어튜브와 닿는부분 마감이 날카로워서 튜브가 찢어짐"
25.06.09.,,,,5,너무 잘 사용하고 있습니다 감사합니다
25.06.08.,,,,5,"사실 자전거 성능 기능 이런거 잘 모르는데 미니벨로는 그래도 티티카카가 괜찮다고 해서
찾아보다가 구매했어여!! 특히나 색감이 너무 예뻐요~ 중1여학생이랑 엄마랑 같이 번갈아가면서 타도 좋을 거 같아요!! 
실제로 보니 제것도 하나 더 사고싶네요~ 

그냥 다 모르겠고 예뻐요 :)"
25.06.08.,,,,5,"커플로 구매했는데 잘타고다니고 있어요 
만족스러워요"
25.06.07.,남성,173cm,74kg,5,깔끔하고 페달링이 부드러워요
25.06.07.,여성,169cm,51kg,5,작게 접혀서 차에 두는데도 문제 없고 여자가 접고 펴는데 전혀 문제가 없어서 좋아요.
25.06.07.,여성,164cm,64kg,5,좋아요 자주 구매하고 있어요
25.06.07.,여성,164cm,64kg,5,좋아요 자주 구매하고 있어요
25.06.06.,,,,4,"배송은 아주 빨랐어요. 하루만에 받았는데 정작 개봉이 늦어졌네요.

완조립으로 주문했고 접힌상태로와서 펴기만하면 되는거다보니 신경쓸게 없어서 좋겠다 싶었으나..... 핸들과 앞바퀴 정렬이 안맞더라구요ㅠㅠ 문의내용 남기니 답변을 빠르게 주셨고 어렵지않게 해결할 수는 있었습니다.

핸들 아래쪽으로 스크래치가 생각보다 크고 깊게 있어서 아쉽지만 그냥 감안하고 넘어가기로 합니다.

현재 키 142인 초등 딸아이가 좋아하며 잘 타요. 엉덩이는 좀 아프다고해서 젤커버를 별도 구매해야할 것 같고, 어두울때 탈건 아니라서 일단은 같이 보내주신 클래식 라이트를 달아보려고 하는데 나중엔 결국 좋은걸로 바꿔야하지 않나 싶어요. 

오늘 호수공원에 나가 장시간 타보고 왔는데 현재까지는 만족입니다. 튼튼하게 오래탈 수 있으면 좋겠어요."
25.06.06.,남성,174cm,74kg,5,이쁘네요  타는데 전혀 문제없고 좋습니다
25.06.05.,여성,169cm,54kg,5,"빨리도착했습니다
자전거를 조금은 손을 봐야 됩니다. 안장 높이도 그렇고 등등등."
25.06.05.,남성,174cm,74kg,5,"상품깨끗 하고 잘 나가요
이쁘고 좋네요"
25.06.05.,,,,5,배송이 왕빠릅니다. 오프라인보다 싸게 사서 좋아요!
25.06.05.,,,,5,배송빠르고좋아요...
25.06.05.,여성,155cm,42kg,5,초6 딸아이한테 최고의 어린이날 선물이 되었어요 운동삼아 잘타고 다닙니다
25.06.05.,,,,5,"자전거가 크지 않아 여성분들이 타시기에는 오히려 좋았습니다, 간단히 다니실때 추천합니다"
25.06.04.,,,,5,"초3 여자아이 좀 작은 편인데
기존에 타던 자전거가 작아져서
초딩 자전거로 검색해보니
많이 사주시는 것 같아서 구매해봤어요
아직 아이가 작아서 좀 큰 감이 있지만
안장 젤 낮게 해주고 잘 맞춰주니
금방 적응하고 잘 탑니다~^^
저도 타보니 편하고 좋네요!
아이 아빠랑 둘이 한대씩 더 사볼까 고민중입니다~
잘 탈게요!"
25.06.04.,,,,5,"배송,가격,품질 그리고 무엇보다 빠른 상담 및 대응
아주 좋습니다"
25.06.04.,여성,164cm,50kg,5,코너링도좋고 가볍게잘나가요
25.06.03.,여성,147cm,38kg,5,"주문하고 익일 배송, 제품도 기스 하나 없이 양품으로 받았습니다. 머드가드 상태가 약간 좋지 않았지만 전체적으로 만족스러워요~
초등 4학년 딸 선물로 사줬는데 손잡이부터 안장까지 길이가 살짝 긴 편입니다. 타기에 부담스럽지는 않은 크기에요. 딸이 너무 좋아해서 저도 너무 좋네요~^0^
알루미늄이라 확실히 스틸보다 가벼워서 접이용 휴대성 좋습니다. 다만 안장이 꽤 단단해서 엉덩이 아프신 분들은 별도로 안장을 구매하시는게 좋을 것 같습니다 ㅋ"
25.06.03.,,162cm,55kg,5,"접이식자전거 뽀각 이슈로 겁주는 사람이 많아서 걱정했는데 잘 타고 다니고 있어요
주차 공간 없어서 접이식으로 구매했는데 케이스 가방에 넣어서 방 안에 보관 할 수 있으니 좋아요
바람 맞으며 달리는 거 좋아하는데 자전거 강아지 안장까지 설치해서 같이 한강 달리니까 기분이 좋더라구요 구매하길 잘 한 것 같아요"
25.06.03.,,,,5,"집사람 또는 딸아이가 타기 위해서 구매했는데, 예쁘고 승차감 부드럽고 좋네요. 잘 산것 같아요. 반조립으로 삿는데 완성도 좋습니다."
25.06.03.,,138cm,37kg,5,"선택안함
좋은거 같아요! 아이가 엄청 좋아해요!"
25.06.03.,남성,177cm,76kg,5,딸래미들 타라고 사줬는데 좋아하네요..
25.06.03.,여성,168cm,58kg,5,5학년 여자아이 선물로 사줬는데 좋아하넹ㅎ
25.06.02.,,,,5,가볍게 타기 좋은 자전거예요 동네에서 타기 좋습니다:) 무게는  접으면 무거워서 여자 혼자 들기는 힘듭니다 무거운거 빼고는 다 만족하는 자전거 입니다
25.06.02.,,,,5,"첫째 초4 사줬습니다.
페달링도 부드럽고 좋네요"
25.06.02.,,,,5,잘 받았습니다. 감사합니다.
25.06.02.,,,,5,좋아요좋아요좋아요좋아
25.06.02.,,,,5,좋아 달리는거야. 좋아.. 좋아요. 좋아
25.06.01.,,,,5,"만족합니다.
만족합니다."
25.06.01.,,,,5,가격대비 훌륭합니다
25.06.01.,,,,5,잘 타고 있어요 좋아요
25.05.31.,,,,5,배달된 제품상태가 매우좋았습니다.반조립으로 구매했는데 특별히 손보지 않고 바로 사용할수있었습니다.
25.05.31.,,171cm,72kg,5,포장 완벽하게 해서 배송되어 파손은 없고 반조립이라고 하기엔 너무 쉽게 조립되어 누구나 다 가능할거 같네요 가볍고 잘나가고 차로 수납이동 편리합니다.
25.05.31.,,,,5,"가격대비 성능디자인 편리성 좋아요
빠른송도 좋구요"
25.05.30.,,165cm,,4,스크래치 빼고는 좋아요. 포켓몬 스티커로 가림ㅋ근데 자전거 실력이 안느네요. 애들보다 못탐 꾸준히 연습하겠슴다.
25.05.30.,남성,175cm,55kg,4,"반조립인데 거의 조립되어 와서 좋았습니다.
다만 엉덩이가 엄청나게 아픕니다."
25.05.30.,,,,5,"가성비 좋습니다
구성품도 많습니다,,,"
25.05.30.,,,,5,"아직 사용전이에요~
디자인이 넘 이쁘네요"
25.05.29.,,,,5,"빠른 배송 감사해요~
반조립 상태로 주문했는데, 조립하기 쉬워요.
브레이크 케이블이 접힌 상태로 배송된게 조금
아쉽네요"
25.05.29.,,,,5,"사진 보다 실물이 훨씬 이쁘네요
아주 만족
아이가 너무 좋아해요
성인 아이 다 탈수 있는 크기이고 
인기있는 이유가 있네요"
25.05.29.,,,,5,주문한지 2일만에 받았습니다. 사은품도 많이 넣어 주셨네요. 감사합니다. 잘 탈께요 ^^
25.05.29.,,,,5,"선택안함
와이프랑 같이타려고 사줘서 와이프가 만족하고 잘 타고다닙니다"
25.05.29.,,,,5,생각한 그대로 왔고요. 잘사용하겠습니다.
25.05.29.,,,,5,생각한 그대로 왔고요. 잘사용하겠습니다.
25.05.29.,남성,177cm,80kg,5,조아요조아요조아요조아
25.05.29.,여성,155cm,50kg,5,조아요조아요조아요조아
25.05.28.,,,,5,초등 5학년 딸아이가 아주 좋아해요~
25.05.27.,남성,180cm,85kg,5,접이식으로 부피도 작고 동네 마실 가기도 좋고 승차감 역시 좋네요
25.05.27.,,,,5,10km 정도 시운전 했는데 괜찬네요
25.05.26.,,,,5,아이가 잘 타고 다녀요~ 여자아이도 타고내리기 쉬워서 좋다고 합니다.
25.05.26.,남성,173cm,72kg,5,예쁩니다 안장은 따로 갈았어요
25.05.25.,,,,5,"와이프 사줬는데 아주 만족해 하네요.
허리가 길어서 어린이 자전거 같지는 않네요."
25.05.25.,,,,5,"입문용이라 엄청 고민하고 여기저기 알아보다가 구매했는데 너무 좋아요!! 더 일찍 안 산걸 후회하고 있어요!! 다만, 안장이 불편해서 엉덩이가 아픈거 제외하고는 굳입니다!!"
25.05.24.,남성,167cm,63kg,5,집앞 마실용으로 가성비 괜찮습니다.
25.05.24.,,,,5,배송도 빠르고 상품 좋아요
25.05.24.,,,,5,배송 빠르고 자전거 예쁘고 상태 좋습니다.
25.05.24.,,,,5,승차감 디자인 다 좋아요
25.05.23.,,,,5,배송이 빠르고 접이식으로 컴팩트하게 왔습니다! 색상도 이쁘고 무게도 생각보단 가볍네요. 오랫동안 잘 탈수있으면 좋겠네요 감사합니다
25.05.23.,,,,5,조카 선물해줬는데 잘타고 좋아합니다~
25.05.23.,,,,5,아이와 근교로 나가 자전거 타려고 접이식 구매했습니다. 튼튼하고 안전하고 아이도 좋아합니다.
25.05.23.,,,,5,완조립이라 받지마자 바로 탈수있었어요. 좋습니다.
25.05.23.,,,,4,It is good thaxxx
25.05.22.,남성,170cm,83kg,5,우선. 이뻐요. 공원가보니 집에서 조립할때보다 더 이뻐요.  아빠가 타려고 구매했는데 초딩 딸아이한테 뺏기게 생겼습니다. 다만 클래식라이트 고정하는 볼트와  렌치가 맞지않아서 못달았구요..동봉되는 사은품 .. 반사라이트와 자물쇠등은 약간 허접해서 그냥. 좋은걸루 사려합니다. 사은품은 비추입니다.
25.05.22.,,,,5,미니벨로는 처음이라 그런지 일반자전거랑 느낌이 조금 다르네요. 안장 자체를 높여서 타야하는거라 조금 어색하긴 했는데 베이지 컬러 이쁘고 맘에 들어요.
25.05.22.,,,,5,"하얀색에 깔끔하고 디자인이 너무 예뻐요
하자 하나도 없었고, 꼼꼼히 포장되서 왔어요
승차감도 너무 좋고 라이딩할 맛이 나네요ㅎㅎ"
25.05.22.,,,,5,배송도 빠르고 다행히 양품을 받아서 더 좋습니다^^ 덕분에 즐거운 라이딩 할 수 있을듯 합니다
25.05.22.,남성,147cm,46kg,5,안정감있고 코너링도 좋고  탁월한선택이었음
25.05.22.,,,,5,주말마다 잘타고 있습니다. 잘굴러가고 기어변속도 편해서 올렸다 내렸다 잘돼요
25.05.22.,,,,5,가볍고 잘 나가네요. 맘에 듭니다.
25.05.22.,남성,170cm,66kg,5,경첩 부분 조립이 어려웠지만 성공했습니다
25.05.22.,,,,5,아이랑 날씨좋을때마다 자전거타고 여기저기 다니는데 너무 좋아요
25.05.21.,,,,4,브랜드가 달라요. 티티카카만 보고 구입한 저라서 ㅠ ㅠ 그래도 큰 아이가 좋아합니다
25.05.21.,남성,176cm,78kg,5,가격도 저렴하고 튜닝하기도 좋고 프레임이 확실히 튼튼해요~~
25.05.20.,여성,164cm,67kg,5,가성비 최고에요 일단 저처럼 안장을 높이기가 무서운 분들을 위해서 안성맞춤입니다 안장 조절이 잘되고 자전거가 집앞에서 타기에는 딱 좋아요 ^^오토바이 면허 땜에 연습한다고 샀눈데 오래도록 탈 수 있을것 같네요
25.05.20.,,,,5,"P7 블랙, 베이지 구매했는데 넘예뻐요 주행감도 너무 좋구요 ㅎㅎ
기본안장은필히 Y홀 대형으로 추가구매하세요 
일반도 조금은 딱딱해서 대형으로 다시 구매했어용"
25.05.20.,여성,164cm,60kg,4,변속 기어랑 안장은 꼭 추가로 다른 상품 사세요. 완제품 조립으로 신청했는데 변속기어를 왼쪽에 달아주셨네요. 자전거는 예쁩니다
25.05.20.,,,,5,너무 감사합니다. !!! 번창하세여
25.05.20.,,,,5,좋아요 좋아요 좋아요
25.05.20.,,,,3,그냥 그냥 쓸만합니다
25.05.19.,남성,136cm,32kg,5,"접어져서 이동 시 편하네요.
직접 조립했는데 어렵지 않게 했네요.
색깔 고민 많이 했는데 실제로 보니 너무 예쁩니다."
25.05.19.,,,,5,색감도 좋고 잘 나가네요~아들이 좋아하네요!
25.05.19.,,,,5,색감도 좋고 잘 나가네요~아들이 좋아하네요!
25.05.19.,,,,5,출퇴근으로 잘 타고 다니는중!! ㅎㅎ
25.05.19.,,,,5,잘 쓰고 있어요 튼튼하네요
25.05.18.,,,,5,와이프랑 자전거 같이 타고 싶어서 선물해 줬습니다. 몇가지 모델을 주고 골라보라고 하니 d7을 선택하더라고요 제일 이쁘다면서 ㅎㅎ 이쁘긴 엄청 이쁩니다. 리뷰를 보니까 안 조립이슈가 많아 걱정이 됐는데 저희는 양품으로 잘 왔습니다. 지금 3일째 같이 라이딩을 나가고 있고 매우 잘 타고있어요. 즐거워하는 모습 보니까 선물 잘했다 싶네요 ㅎㅎ 감사합니다~
25.05.18.,남성,172cm,88kg,4,처음에는 차박 및 낚시용 마실용으로 사용하려 구매하였으나 도로를 달려보니 운동성능도 뛰어나 잘타고있습니다요~~
25.05.18.,남성,173cm,90kg,5,합리적인 가격에 미니벨로 즐길수 있어서 좋네요
25.05.17.,,,,5,빠른배송감사합니닿ㅎㅎㅎ
25.05.16.,여성,168cm,58kg,5,이쁘네요 색깔이 너무맘에들어요
25.05.16.,남성,170cm,70kg,5,"사람들이 다쳐다보네요..
선택잘한거같애요"
25.05.16.,,,,4,"배송빠릅니다
6만원 추가 완조립이여도 브레이크등 수정은 필요합니다."
25.05.15.,여성,166cm,58kg,5,"배송 진짜빠르고 포장풀자마자 바로 탈수있게 와서 너무좋아요^^
안장 티티카카브라운으로 교체했는데 
넘이뻐용 잘타겠습니다♡"
25.05.15.,남성,172cm,72kg,5,믿고 구매한 자전거 디자인도 좋고 무결점 제품이 와서 다행이네요
25.05.15.,,,,5,운전에 부담이 안가고 자전거 도로에서 잘 사용하고 있습니다
25.05.15.,,,,5,좋아요~! 굿굿!!!
25.05.15.,남성,175cm,75kg,5,아직 개봉전인데 소중히 잘 타겠습니다
25.05.15.,,,,5,잘쓰고 있습니다 ㅎㅎㅎ 좋아요
25.05.15.,,,,5,좋아요좋아요ㅎㅎ!!
25.05.14.,,,,5,"선택안함
실물 색상이 정말 이쁘고 속도도 시원시원하게 잘나갑니다. 다만 안장이랑 페달은 많은 리뷰에서 본 것처럼 그다지 좋지 못하니까 바꿔야 할것 같아요."
25.05.14.,,,,5,"악플 많아서 안사려고 했는데 대만족
40년전 코렉스 자전거 7만원 주고 샀던 생각에 비싸서 안사려고 했는데 만족♡"
25.05.14.,여성,160cm,,5,"성인 여성 동네마실용으로 딱입니다
조립도 꼼꼼하게 잘 해주시네요"
